customer_id,age,gender,subscription_tenure_months,monthly_charges,num_support_tickets,payment_method,plan,region,churn
CUST1412,42,Non-Binary,4,19.48,2,Credit Card,Standard,East,1
CUST1413,39,Male,20,80.36,0,Bank Transfer,Standard,West,0
CUST1414,39,Male,10,67.97,1,Bank Transfer,Standard,North,1
CUST1415,59,Female,24,14.34,0,Credit Card,Premium,East,1
CUST1416,23,Female,54,42.4,3,PayPal,Premium,West,0
CUST1417,32,Male,35,96.11,1,Bank Transfer,Premium,East,1
CUST1418,60,Female,26,55.04,2,Credit Card,Premium,West,0
CUST1419,54,Male,37,48.95,2,Bank Transfer,Standard,North,0
CUST1420,50,Male,38,51.19,0,PayPal,Premium,West,0
CUST1421,25,Female,21,28.8,4,PayPal,Standard,East,0
CUST1422,61,Female,54,43.18,2,Credit Card,Standard,North,0
CUST1423,61,Female,40,43.28,1,Bank Transfer,Standard,South,0
CUST1424,22,Male,39,14.71,0,Bank Transfer,Standard,North,0
CUST1425,56,Female,21,79.08,1,Bank Transfer,Basic,North,1
CUST1426,21,Male,10,47.49,1,Bank Transfer,Premium,North,1
CUST1427,23,Male,38,84.0,0,Credit Card,Standard,East,0
CUST1428,62,Female,46,86.53,3,PayPal,Basic,North,0
CUST1429,49,Non-Binary,4,29.08,2,Credit Card,Standard,West,1
CUST1430,47,Female,60,69.16,0,Bank Transfer,Basic,North,0
CUST1431,64,Female,57,52.51,2,Bank Transfer,Basic,North,1
CUST1432,52,Female,45,89.21,1,PayPal,Basic,West,0
CUST1433,57,Female,20,29.42,0,Bank Transfer,Standard,West,0
CUST1434,33,Male,17,71.0,2,Credit Card,Standard,South,1
CUST1435,30,Male,55,64.7,4,Credit Card,Standard,North,0
CUST1436,59,Male,7,36.58,3,PayPal,Standard,East,1
CUST1437,47,Male,4,22.29,2,Credit Card,Standard,North,0
CUST1438,36,Female,29,68.65,2,Credit Card,Standard,North,0
CUST1439,34,Female,14,76.47,1,Credit Card,Standard,West,0
CUST1440,36,Male,3,38.41,1,Credit Card,Standard,South,0
CUST1441,45,Male,24,68.03,3,Bank Transfer,Basic,North,1
CUST1442,43,Female,37,45.56,2,Credit Card,Basic,East,1
CUST1443,54,Male,16,74.19,1,PayPal,Standard,North,1
CUST1444,43,Female,58,27.93,2,PayPal,Standard,East,0
CUST1445,40,Female,55,90.12,2,Credit Card,Basic,West,0
CUST1446,26,Female,52,35.87,0,PayPal,Basic,South,0
CUST1447,29,Female,4,43.1,2,Credit Card,Premium,North,0
CUST1448,18,Female,56,15.23,0,PayPal,Premium,South,0
CUST1449,18,Male,24,20.04,1,PayPal,Standard,North,1
CUST1450,64,Female,34,56.43,3,Credit Card,Standard,East,0
CUST1451,51,Female,30,34.08,4,Credit Card,Standard,South,1
CUST1452,49,Male,18,85.19,3,Bank Transfer,Premium,North,1
CUST1453,65,Female,19,11.32,1,Credit Card,Premium,West,1
CUST1454,42,Female,31,44.12,2,Credit Card,Basic,East,0
CUST1455,57,Female,60,40.36,0,Bank Transfer,Premium,South,0
CUST1456,62,Female,60,11.74,3,Credit Card,Basic,North,1
CUST1457,18,Female,19,21.19,1,Credit Card,Basic,South,1
CUST1458,33,Female,49,47.23,1,Bank Transfer,Standard,North,0
CUST1459,56,Female,46,54.36,0,Credit Card,Standard,East,0
CUST1460,22,Female,19,46.39,0,Credit Card,Premium,West,0
CUST1461,39,Female,22,57.78,1,Bank Transfer,Basic,East,0
CUST1462,46,Female,24,63.56,1,Bank Transfer,Standard,South,0
CUST1463,20,Female,45,10.89,1,PayPal,Premium,South,0
CUST1464,29,Male,12,51.77,1,Credit Card,Premium,North,0
CUST1465,43,Female,30,96.71,1,PayPal,Basic,East,0
CUST1466,33,Female,58,56.71,0,PayPal,Standard,North,0
CUST1467,54,Male,38,70.98,3,Bank Transfer,Standard,East,1
CUST1468,39,Female,53,38.07,1,Credit Card,Basic,South,1
CUST1469,46,Male,31,79.66,0,Credit Card,Premium,North,0
CUST1470,31,Male,36,79.56,0,Bank Transfer,Premium,North,1
CUST1471,45,Female,19,56.92,0,PayPal,Basic,East,0
CUST1472,22,Male,48,97.84,2,Bank Transfer,Basic,West,1
CUST1473,64,Female,45,21.3,3,Credit Card,Basic,East,1
CUST1474,47,Female,36,11.53,0,Bank Transfer,Premium,West,0
CUST1475,63,Female,30,79.31,0,Credit Card,Basic,East,0
CUST1476,22,Male,55,82.64,0,PayPal,Standard,South,0
CUST1477,29,Male,49,20.82,1,Credit Card,Standard,North,0
CUST1478,33,Female,55,33.9,4,PayPal,Standard,East,1
CUST1479,43,Non-Binary,33,11.58,1,PayPal,Basic,South,0
CUST1480,43,Female,18,36.4,0,Credit Card,Basic,East,0
CUST1481,65,Male,52,79.58,0,Credit Card,Premium,North,0
CUST1482,38,Female,49,56.62,2,PayPal,Premium,East,0
CUST1483,56,Female,59,41.33,1,Bank Transfer,Standard,West,1
CUST1484,53,Female,28,43.46,0,Credit Card,Basic,North,0
CUST1485,50,Male,59,10.12,1,PayPal,Standard,West,0
CUST1486,47,Female,47,36.98,0,PayPal,Standard,South,0
CUST1487,54,Female,11,68.18,3,Bank Transfer,Basic,South,0
CUST1488,40,Non-Binary,57,97.68,1,Credit Card,Premium,East,0
CUST1489,27,Male,60,86.24,0,PayPal,Standard,West,0
CUST1490,22,Female,54,12.12,0,Bank Transfer,Basic,West,0
CUST1491,53,Non-Binary,45,90.87,3,PayPal,Premium,North,1
CUST1492,51,Male,33,80.49,1,Credit Card,Premium,West,0
CUST1493,48,Non-Binary,17,80.23,1,Bank Transfer,Basic,West,0
CUST1494,27,Female,6,51.22,2,PayPal,Standard,North,1
CUST1495,36,Male,4,45.82,2,Bank Transfer,Standard,North,1
CUST1496,49,Male,20,37.26,1,Credit Card,Standard,West,0
CUST1497,18,Female,48,15.91,1,Bank Transfer,Basic,East,0
CUST1498,22,Male,47,30.54,2,Credit Card,Standard,North,1
CUST1499,62,Female,27,32.19,2,PayPal,Premium,North,0
CUST1500,21,Male,15,53.57,2,Credit Card,Standard,West,0
CUST1501,33,Female,6,77.27,1,PayPal,Basic,West,0
CUST1502,41,Male,47,52.64,2,PayPal,Standard,North,1
CUST1503,33,Female,14,15.21,2,Credit Card,Standard,West,0
CUST1504,19,Non-Binary,60,96.2,2,PayPal,Premium,North,0
CUST1505,45,Non-Binary,11,94.85,0,Bank Transfer,Standard,East,1
CUST1506,49,Female,39,80.67,4,PayPal,Basic,East,0
CUST1507,44,Male,9,99.22,2,Credit Card,Basic,North,1
CUST1508,37,Female,26,59.0,1,Bank Transfer,Standard,North,1
CUST1509,41,Male,16,96.65,2,Bank Transfer,Basic,South,1
CUST1510,29,Male,5,16.8,2,PayPal,Standard,South,1
CUST1511,52,Male,57,42.91,0,PayPal,Basic,West,0
CUST1512,50,Female,52,30.28,1,Credit Card,Standard,West,0
CUST1513,50,Female,10,27.62,2,Bank Transfer,Standard,North,1
CUST1514,60,Female,50,22.67,1,Credit Card,Premium,North,0
CUST1515,54,Male,3,66.02,3,PayPal,Premium,South,0
CUST1516,29,Male,13,80.32,1,Bank Transfer,Basic,South,1
CUST1517,20,Non-Binary,43,62.05,1,Credit Card,Standard,North,0
CUST1518,18,Male,49,23.23,2,Credit Card,Basic,East,0
CUST1519,50,Female,30,83.0,0,Credit Card,Standard,East,1
CUST1520,57,Male,54,67.24,1,Credit Card,Standard,West,0
CUST1521,27,Female,45,44.93,1,Credit Card,Premium,North,0
CUST1522,60,Female,6,70.67,2,Bank Transfer,Premium,North,1
CUST1523,61,Male,17,33.39,1,Credit Card,Standard,West,1
CUST1524,46,Male,59,41.07,2,Bank Transfer,Standard,South,0
CUST1525,30,Female,45,92.57,2,Credit Card,Premium,South,0
CUST1526,29,Female,51,36.15,0,PayPal,Premium,East,0
CUST1527,48,Male,53,52.3,4,PayPal,Basic,North,1
CUST1528,63,Non-Binary,19,90.11,3,Credit Card,Standard,South,1
CUST1529,19,Male,42,73.69,0,PayPal,Standard,East,0
CUST1530,52,Male,35,15.6,1,Bank Transfer,Basic,East,1
CUST1531,40,Non-Binary,46,23.26,1,Credit Card,Basic,East,0
CUST1532,34,Male,26,10.71,2,Bank Transfer,Basic,South,1
CUST1533,43,Female,51,66.78,1,Credit Card,Standard,South,1
CUST1534,25,Male,5,50.29,0,PayPal,Basic,North,1
CUST1535,46,Male,29,22.08,0,Bank Transfer,Basic,North,0
CUST1536,43,Non-Binary,37,96.21,1,PayPal,Basic,East,1
CUST1537,27,Male,20,57.67,1,PayPal,Premium,East,0
CUST1538,43,Female,49,31.77,1,Credit Card,Premium,South,0
CUST1539,51,Male,21,55.05,4,Bank Transfer,Standard,South,0
CUST1540,58,Male,10,71.17,0,PayPal,Standard,North,0
CUST1541,24,Male,5,16.86,3,Credit Card,Premium,North,0
CUST1542,21,Female,36,34.72,4,Credit Card,Basic,West,1
CUST1543,62,Male,6,82.63,1,Credit Card,Basic,North,1
CUST1544,28,Female,26,51.37,1,PayPal,Basic,South,0
CUST1545,46,Female,4,59.19,1,Credit Card,Basic,East,1
CUST1546,53,Non-Binary,39,48.95,0,Bank Transfer,Standard,West,0
CUST1547,42,Male,39,13.95,3,Bank Transfer,Premium,North,1
CUST1548,38,Female,50,24.92,2,PayPal,Standard,North,0
CUST1549,53,Female,35,50.1,1,Bank Transfer,Standard,South,0
CUST1550,27,Female,1,28.83,3,Credit Card,Premium,West,0
CUST1551,54,Female,24,14.5,4,PayPal,Basic,North,1
CUST1552,26,Female,57,85.93,0,Credit Card,Basic,East,0
CUST1553,41,Female,36,98.31,3,PayPal,Standard,South,0
CUST1554,52,Male,6,81.38,1,PayPal,Standard,West,1
CUST1555,52,Male,41,86.84,2,Credit Card,Basic,North,0
CUST1556,65,Non-Binary,54,31.78,1,Bank Transfer,Standard,North,1
CUST1557,53,Female,46,96.46,1,Bank Transfer,Standard,West,0
CUST1558,35,Female,60,27.72,3,PayPal,Standard,South,0
CUST1559,56,Female,44,95.63,2,Credit Card,Standard,West,0
CUST1560,49,Male,60,99.53,2,Credit Card,Standard,West,0
CUST1561,41,Male,57,74.06,0,PayPal,Basic,South,0
CUST1562,40,Female,31,98.3,1,Bank Transfer,Standard,North,0
CUST1563,49,Male,20,61.26,1,Credit Card,Basic,East,0
CUST1564,54,Male,24,33.36,2,Bank Transfer,Premium,South,1
CUST1565,29,Female,25,49.33,3,Bank Transfer,Standard,East,1
CUST1566,30,Male,36,63.42,3,PayPal,Standard,North,1
CUST1567,40,Female,21,16.58,2,PayPal,Standard,West,0
CUST1568,42,Male,30,66.01,0,Bank Transfer,Standard,East,0
CUST1569,52,Female,24,98.31,2,Credit Card,Standard,North,0
CUST1570,58,Male,44,27.11,0,Credit Card,Premium,North,0
CUST1571,47,Female,42,81.33,2,PayPal,Premium,West,0
CUST1572,34,Male,30,91.71,3,Bank Transfer,Standard,West,0
CUST1573,37,Male,22,94.93,1,Credit Card,Basic,North,0
CUST1574,65,Male,28,96.41,3,Credit Card,Standard,North,1
CUST1575,42,Female,7,56.93,1,PayPal,Standard,East,1
CUST1576,39,Female,35,97.96,0,Bank Transfer,Basic,North,1
CUST1577,30,Male,55,78.16,3,Credit Card,Basic,North,0
CUST1578,36,Female,28,24.55,0,PayPal,Premium,East,0
CUST1579,53,Female,14,52.92,2,Credit Card,Basic,South,1
CUST1580,29,Female,56,74.65,2,Credit Card,Standard,East,0
CUST1581,58,Male,10,32.26,4,Credit Card,Standard,East,0
CUST1582,36,Female,16,67.66,3,PayPal,Standard,West,1
CUST1583,29,Male,16,69.99,2,Bank Transfer,Basic,East,1
CUST1584,26,Male,54,24.64,2,PayPal,Premium,North,0
CUST1585,24,Non-Binary,31,60.86,3,Bank Transfer,Standard,North,0
CUST1586,45,Male,42,79.45,2,Credit Card,Standard,North,0
CUST1587,31,Female,25,54.9,2,Bank Transfer,Standard,South,1
CUST1588,48,Female,13,11.09,0,Credit Card,Standard,North,1
CUST1589,36,Female,6,10.81,2,Credit Card,Premium,South,0
CUST1590,64,Female,44,42.13,1,PayPal,Standard,North,0
CUST1591,33,Male,9,93.36,2,Credit Card,Standard,East,0
CUST1592,22,Male,45,30.58,2,PayPal,Premium,West,0
CUST1593,52,Female,36,67.09,2,Bank Transfer,Standard,North,0
CUST1594,29,Male,56,29.99,2,Bank Transfer,Basic,South,1
CUST1595,42,Male,43,38.95,2,Credit Card,Basic,South,0
CUST1596,38,Male,20,86.32,2,PayPal,Premium,West,0
CUST1597,53,Male,18,75.6,1,Credit Card,Standard,North,1
CUST1598,40,Male,58,18.59,2,PayPal,Standard,East,0
CUST1599,33,Male,43,48.58,4,PayPal,Standard,North,1
CUST1600,56,Female,57,12.63,0,PayPal,Basic,North,0
CUST1601,62,Female,21,53.28,0,Bank Transfer,Standard,West,0
CUST1602,59,Female,4,69.62,1,PayPal,Basic,North,1
CUST1603,56,Male,50,20.67,0,Bank Transfer,Standard,East,0
CUST1604,31,Male,33,36.0,3,PayPal,Standard,South,0
CUST1605,48,Male,27,45.81,0,Bank Transfer,Standard,West,0
CUST1606,22,Female,7,92.76,0,Bank Transfer,Standard,East,0
CUST1607,52,Female,6,99.39,3,Bank Transfer,Premium,South,1
CUST1608,40,Male,15,14.04,1,Credit Card,Standard,West,1
CUST1609,46,Non-Binary,18,78.49,2,PayPal,Basic,West,0
CUST1610,60,Male,32,43.46,0,Credit Card,Basic,South,1
CUST1611,28,Female,56,45.32,0,PayPal,Standard,South,0
CUST1612,35,Female,11,77.88,2,PayPal,Premium,East,0
CUST1613,64,Female,20,92.66,0,Credit Card,Premium,North,0
CUST1614,29,Female,24,95.58,0,Bank Transfer,Premium,North,0
CUST1615,26,Female,15,61.94,2,PayPal,Standard,North,0
CUST1616,27,Male,48,42.14,2,Bank Transfer,Standard,North,0
CUST1617,61,Female,7,80.88,2,Credit Card,Standard,North,1
CUST1618,34,Male,21,32.59,3,Bank Transfer,Basic,East,1
CUST1619,55,Female,42,60.77,2,PayPal,Basic,West,0
CUST1620,24,Female,26,42.27,3,PayPal,Premium,East,0
CUST1621,63,Female,44,69.1,2,PayPal,Basic,East,1
CUST1622,30,Female,56,31.64,1,Credit Card,Basic,East,0
CUST1623,57,Female,14,27.24,3,PayPal,Basic,West,1
CUST1624,59,Female,57,92.64,1,Credit Card,Premium,East,0
CUST1625,26,Female,37,19.16,1,Bank Transfer,Standard,East,1
CUST1626,44,Male,58,55.54,0,PayPal,Standard,West,0
CUST1627,19,Male,21,29.88,1,PayPal,Premium,East,0
CUST1628,22,Male,18,13.5,1,PayPal,Standard,North,1
CUST1629,46,Male,5,13.24,3,Bank Transfer,Standard,South,1
CUST1630,54,Female,3,25.77,0,PayPal,Basic,East,0
CUST1631,55,Male,23,88.01,1,Credit Card,Basic,South,1
CUST1632,36,Non-Binary,26,35.42,1,Bank Transfer,Premium,East,0
CUST1633,25,Male,37,95.54,1,Bank Transfer,Standard,East,0
CUST1634,65,Male,24,62.35,1,Bank Transfer,Standard,North,0
CUST1635,62,Female,49,49.3,1,Bank Transfer,Standard,West,0
CUST1636,18,Female,19,62.21,0,Bank Transfer,Standard,South,0
CUST1637,39,Female,51,56.5,1,Credit Card,Basic,West,0
CUST1638,34,Female,25,78.29,2,Bank Transfer,Basic,North,0
CUST1639,24,Female,21,35.42,2,PayPal,Basic,North,1
CUST1640,42,Male,12,41.77,0,Bank Transfer,Basic,South,1
CUST1641,62,Non-Binary,57,90.47,1,Bank Transfer,Premium,West,0
CUST1642,21,Non-Binary,41,95.18,6,Bank Transfer,Basic,North,1
CUST1643,53,Female,33,90.33,1,Bank Transfer,Basic,East,1
CUST1644,23,Male,50,47.75,1,Bank Transfer,Standard,East,0
CUST1645,48,Female,53,80.23,1,Credit Card,Premium,East,0
CUST1646,36,Male,4,52.87,1,Credit Card,Basic,West,1
CUST1647,61,Male,42,54.78,1,Bank Transfer,Basic,East,0
CUST1648,56,Male,57,28.42,3,Credit Card,Standard,East,0
CUST1649,44,Female,7,63.2,1,PayPal,Standard,North,0
CUST1650,27,Female,22,26.75,1,Bank Transfer,Standard,North,1
CUST1651,43,Female,55,39.84,0,PayPal,Premium,East,0
CUST1652,36,Female,33,86.95,3,PayPal,Premium,East,0
CUST1653,56,Male,17,28.64,0,Bank Transfer,Standard,North,0
CUST1654,20,Male,24,16.4,0,PayPal,Standard,South,0
CUST1655,62,Male,34,16.21,2,PayPal,Standard,West,0
CUST1656,30,Non-Binary,28,94.67,1,PayPal,Basic,West,1
CUST1657,45,Male,58,55.62,3,Bank Transfer,Premium,North,0
CUST1658,37,Female,43,46.85,1,Bank Transfer,Standard,West,0
CUST1659,45,Female,41,82.98,0,PayPal,Basic,North,1
CUST1660,25,Male,39,85.22,5,Bank Transfer,Standard,North,1
CUST1661,58,Female,22,39.9,1,Bank Transfer,Basic,North,1
CUST1662,56,Female,49,72.43,2,PayPal,Standard,North,1
CUST1663,18,Female,17,79.4,2,Bank Transfer,Standard,South,1
CUST1664,20,Non-Binary,34,68.92,0,Credit Card,Standard,East,0
CUST1665,30,Male,6,23.64,0,Bank Transfer,Premium,East,0
CUST1666,45,Male,46,88.83,1,Credit Card,Basic,South,0
CUST1667,42,Female,6,58.52,3,PayPal,Standard,West,0
CUST1668,50,Non-Binary,34,35.42,1,Bank Transfer,Standard,West,0
CUST1669,55,Male,1,48.27,2,PayPal,Standard,East,0
CUST1670,23,Female,10,13.38,0,PayPal,Standard,West,0
CUST1671,61,Female,21,21.51,2,PayPal,Standard,East,1
CUST1672,62,Female,5,78.9,0,PayPal,Standard,East,1
CUST1673,49,Male,2,10.0,1,PayPal,Basic,South,1
CUST1674,62,Female,22,47.49,0,Bank Transfer,Premium,West,0
CUST1675,64,Non-Binary,48,57.03,1,Credit Card,Standard,South,0
CUST1676,38,Male,57,14.92,1,Bank Transfer,Standard,East,0
CUST1677,33,Male,2,97.58,0,Bank Transfer,Basic,East,0
CUST1678,38,Non-Binary,10,30.35,1,Bank Transfer,Basic,East,0
CUST1679,28,Male,34,37.38,1,Bank Transfer,Standard,North,0
CUST1680,54,Female,16,37.35,1,Credit Card,Premium,North,0
CUST1681,53,Female,48,30.74,2,Bank Transfer,Standard,North,0
CUST1682,52,Male,51,10.13,1,PayPal,Premium,South,0
CUST1683,36,Female,39,75.64,3,Bank Transfer,Standard,East,0
CUST1684,37,Male,22,97.02,1,Bank Transfer,Standard,West,0
CUST1685,35,Female,12,30.19,0,Credit Card,Basic,South,1
CUST1686,64,Male,24,69.67,2,Credit Card,Premium,South,0
CUST1687,58,Female,47,76.77,3,PayPal,Basic,South,0
CUST1688,31,Male,40,86.36,2,Bank Transfer,Premium,West,0
CUST1689,32,Male,38,48.04,1,Bank Transfer,Premium,East,1
CUST1690,48,Non-Binary,60,37.26,1,Bank Transfer,Premium,North,0
CUST1691,18,Male,59,39.28,2,PayPal,Standard,East,0
CUST1692,20,Female,10,74.14,2,Credit Card,Standard,East,0
CUST1693,33,Male,35,83.51,2,PayPal,Standard,South,0
CUST1694,40,Female,51,26.35,2,Bank Transfer,Basic,South,0
CUST1695,28,Male,49,43.38,2,Credit Card,Standard,South,0
CUST1696,29,Non-Binary,32,91.17,6,Credit Card,Basic,North,1
CUST1697,27,Female,7,82.6,0,PayPal,Standard,North,0
CUST1698,49,Male,21,98.64,2,Credit Card,Basic,North,0
CUST1699,33,Male,20,77.88,2,Credit Card,Basic,East,0
CUST1700,25,Male,26,45.39,0,Bank Transfer,Standard,South,0
CUST1701,55,Female,4,63.16,2,Bank Transfer,Standard,West,0
CUST1702,29,Male,46,69.49,1,Credit Card,Standard,East,0
CUST1703,41,Female,52,17.06,1,Credit Card,Basic,North,0
CUST1704,45,Male,22,59.0,4,PayPal,Standard,West,1
CUST1705,25,Male,15,73.84,3,PayPal,Basic,West,1
CUST1706,45,Female,56,25.06,1,Credit Card,Standard,South,0
CUST1707,53,Female,40,80.26,0,Bank Transfer,Standard,West,0
CUST1708,43,Male,21,62.54,0,Credit Card,Standard,North,0
CUST1709,25,Male,15,95.7,0,Credit Card,Standard,South,0
CUST1710,45,Male,22,13.82,2,Bank Transfer,Standard,West,0
CUST1711,45,Female,52,33.88,2,Bank Transfer,Standard,South,0
CUST1712,54,Female,28,64.14,5,PayPal,Standard,West,1
CUST1713,58,Female,14,36.69,1,PayPal,Standard,East,0
CUST1714,53,Female,27,74.3,0,PayPal,Standard,East,0
CUST1715,44,Female,41,78.31,1,PayPal,Basic,North,1
CUST1716,34,Female,40,19.23,2,Bank Transfer,Standard,East,0
CUST1717,26,Female,58,56.25,1,Credit Card,Standard,East,0
CUST1718,50,Male,28,55.8,3,PayPal,Standard,East,0
CUST1719,37,Male,26,43.24,2,PayPal,Basic,West,1
CUST1720,30,Male,49,93.96,1,Bank Transfer,Basic,West,0
CUST1721,45,Male,2,84.48,3,Bank Transfer,Premium,South,0
CUST1722,65,Female,25,72.75,0,Credit Card,Standard,West,0
CUST1723,46,Non-Binary,56,74.29,0,Credit Card,Basic,East,0
CUST1724,30,Male,3,51.55,1,Bank Transfer,Standard,West,0
CUST1725,63,Male,8,92.89,4,PayPal,Standard,North,0
CUST1726,52,Female,44,72.51,2,PayPal,Premium,South,0
CUST1727,23,Non-Binary,33,75.61,0,PayPal,Basic,South,0
CUST1728,35,Male,42,87.55,1,Credit Card,Basic,West,0
CUST1729,22,Female,52,34.67,1,PayPal,Premium,East,0
CUST1730,64,Male,35,82.64,2,PayPal,Basic,South,0
CUST1731,42,Male,6,27.57,3,Bank Transfer,Basic,North,1
CUST1732,19,Non-Binary,39,41.08,3,PayPal,Premium,North,0
CUST1733,27,Non-Binary,52,40.2,3,Bank Transfer,Standard,South,0
CUST1734,47,Male,23,98.07,1,PayPal,Basic,East,1
CUST1735,62,Non-Binary,25,87.09,1,Credit Card,Basic,East,1
CUST1736,22,Female,59,73.11,1,PayPal,Basic,West,0
CUST1737,50,Female,50,75.44,0,PayPal,Basic,West,0
CUST1738,18,Female,43,60.59,2,Bank Transfer,Premium,South,0
CUST1739,35,Female,19,95.24,1,Bank Transfer,Standard,West,1
CUST1740,49,Female,5,54.66,3,Bank Transfer,Standard,West,1
CUST1741,64,Female,51,44.25,2,PayPal,Premium,West,0
CUST1742,28,Male,11,24.67,1,PayPal,Standard,North,0
CUST1743,38,Male,56,80.76,1,Credit Card,Basic,West,1
CUST1744,43,Male,12,76.1,2,PayPal,Standard,South,0
CUST1745,42,Female,10,44.59,0,Credit Card,Premium,East,1
CUST1746,39,Male,8,12.27,3,Bank Transfer,Premium,West,1
CUST1747,44,Female,24,85.51,1,Bank Transfer,Basic,East,1
CUST1748,30,Non-Binary,60,11.03,0,Bank Transfer,Standard,West,0
CUST1749,50,Male,28,73.33,0,Credit Card,Standard,South,0
CUST1750,51,Female,41,97.32,1,PayPal,Premium,North,0
CUST1751,58,Male,36,49.39,0,Bank Transfer,Basic,South,0
CUST1752,52,Female,37,31.15,2,PayPal,Standard,North,0
CUST1753,18,Male,21,73.44,1,PayPal,Premium,West,0
CUST1754,38,Female,8,83.54,0,Bank Transfer,Standard,West,1
CUST1755,65,Female,55,59.18,0,Credit Card,Standard,North,0
CUST1756,23,Non-Binary,9,97.03,1,PayPal,Basic,South,1
CUST1757,45,Female,47,14.65,0,Bank Transfer,Basic,South,0
CUST1758,34,Female,15,55.43,2,PayPal,Standard,North,1
CUST1759,22,Female,48,74.66,1,PayPal,Premium,West,0
CUST1760,48,Female,46,87.64,2,PayPal,Basic,North,0
CUST1761,22,Female,40,26.13,1,PayPal,Standard,West,1
CUST1762,55,Male,18,82.0,0,PayPal,Standard,North,0
CUST1763,20,Non-Binary,42,59.74,1,Credit Card,Basic,West,0
CUST1764,40,Female,60,45.69,6,Credit Card,Standard,North,0
CUST1765,54,Female,20,21.85,2,Bank Transfer,Standard,East,1
CUST1766,54,Male,6,87.88,1,Credit Card,Premium,West,0
CUST1767,27,Female,12,24.15,2,Credit Card,Standard,South,1
CUST1768,27,Male,2,37.88,3,Credit Card,Standard,North,0
CUST1769,36,Female,7,36.1,1,PayPal,Basic,South,1
CUST1770,34,Male,16,88.43,3,PayPal,Premium,North,1
CUST1771,38,Female,3,70.54,0,Bank Transfer,Basic,South,1
CUST1772,31,Non-Binary,45,81.7,2,Bank Transfer,Standard,South,1
CUST1773,26,Male,3,32.54,0,Bank Transfer,Basic,North,1
CUST1774,63,Non-Binary,27,66.24,3,PayPal,Premium,North,0
CUST1775,18,Male,50,61.46,2,Credit Card,Standard,South,0
CUST1776,62,Female,43,84.95,4,Credit Card,Standard,South,0
CUST1777,30,Female,40,91.55,1,PayPal,Basic,South,1
CUST1778,21,Female,38,11.09,3,Bank Transfer,Standard,West,1
CUST1779,18,Female,33,70.66,0,Bank Transfer,Standard,West,1
CUST1780,57,Female,28,14.67,2,Bank Transfer,Standard,East,1
CUST1781,49,Male,1,59.4,1,PayPal,Basic,West,0
CUST1782,51,Male,55,35.89,1,Bank Transfer,Premium,West,0
CUST1783,45,Female,8,37.61,0,Bank Transfer,Premium,North,0
CUST1784,48,Female,37,41.77,1,PayPal,Basic,East,0
CUST1785,25,Female,32,65.92,0,Credit Card,Premium,East,0
CUST1786,56,Female,60,40.06,0,PayPal,Standard,West,0
CUST1787,43,Male,48,75.94,2,PayPal,Standard,North,0
CUST1788,51,Female,43,46.41,0,PayPal,Standard,North,1
CUST1789,20,Male,37,16.15,0,PayPal,Standard,East,0
CUST1790,29,Female,4,80.54,3,Credit Card,Standard,North,1
CUST1791,18,Male,30,35.72,2,Bank Transfer,Standard,South,0
CUST1792,61,Male,6,48.95,1,PayPal,Standard,West,0
CUST1793,22,Male,46,71.69,4,Credit Card,Standard,South,0
CUST1794,47,Male,54,39.92,2,Bank Transfer,Standard,East,0
CUST1795,47,Female,19,15.09,3,Bank Transfer,Basic,East,1
CUST1796,34,Male,32,43.65,2,Bank Transfer,Premium,North,0
CUST1797,65,Male,9,95.0,1,PayPal,Standard,North,0
CUST1798,64,Male,12,67.76,2,PayPal,Basic,East,1
CUST1799,40,Male,11,70.43,3,Bank Transfer,Basic,East,0
CUST1800,32,Male,46,66.91,2,Bank Transfer,Standard,South,0
CUST1801,54,Male,55,27.91,1,Bank Transfer,Premium,South,0
CUST1802,38,Female,16,47.65,2,Bank Transfer,Standard,North,1
CUST1803,31,Female,1,77.58,2,Bank Transfer,Standard,South,1
CUST1804,19,Female,45,19.12,1,Bank Transfer,Basic,North,1
CUST1805,28,Female,55,35.01,1,Credit Card,Standard,North,1
CUST1806,56,Male,53,34.87,0,Bank Transfer,Premium,West,0
CUST1807,55,Female,21,48.88,1,PayPal,Standard,North,1
CUST1808,51,Female,30,98.23,0,PayPal,Basic,South,0
CUST1809,55,Female,13,16.08,2,PayPal,Standard,East,0
CUST1810,51,Male,34,56.68,2,Bank Transfer,Basic,East,0
CUST1811,35,Male,4,26.14,2,PayPal,Standard,South,1
CUST1812,47,Male,28,97.36,0,Credit Card,Standard,East,1
CUST1813,32,Male,38,20.2,2,Bank Transfer,Standard,North,0
CUST1814,44,Female,58,46.32,2,PayPal,Basic,East,0
CUST1815,51,Female,31,76.41,3,Credit Card,Premium,South,0
CUST1816,55,Female,59,73.41,3,Credit Card,Standard,East,0
CUST1817,50,Female,55,48.05,3,PayPal,Standard,North,0
CUST1818,41,Female,27,41.19,2,Credit Card,Standard,North,1
CUST1819,32,Female,5,45.79,2,PayPal,Standard,South,0
CUST1820,47,Non-Binary,25,33.78,0,Credit Card,Standard,South,0
CUST1821,59,Male,3,28.48,2,Bank Transfer,Standard,South,1
CUST1822,34,Male,33,53.47,2,Bank Transfer,Standard,West,1
CUST1823,22,Male,4,34.17,2,Bank Transfer,Basic,West,1
CUST1824,46,Female,25,35.87,0,Bank Transfer,Premium,North,1
